M_ac_e_out,M_acald_e_out,M_akg_e_out,M_co2_e_in,M_co2_e_out,M_etoh_e_out,M_for_e_out,M_glc__D_e_in,M_glc__D_e_out,M_glu__L_e_out,M_h2o_e_in,M_h2o_e_out,M_h_e_in,M_h_e_out,M_lac__D_e_out,M_nh4_e_in,M_nh4_e_out,M_o2_e_in,M_o2_e_out,M_pi_e_in,M_pi_e_out,M_pyr_e_out,M_succ_e_out,objective_out
0.000000000000000000e+00,0.000000000000000000e+00,1.714610000000000000e+06,-8.205395000000000000e+06,0.000000000000000000e+00,3.613291000000000000e+06,1.021195500000000000e+07,-1.049523500000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.566391000000000000e+06,0.000000000000000000e+00,3.610200900000000000e+07,0.000000000000000000e+00,-5.452800000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.678700000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.022741700000000000e+07,1.000000000000000000e+05
0.000000000000000000e+00,0.000000000000000000e+00,2.472034000000000000e+06,-3.813451000000000000e+06,0.000000000000000000e+00,3.660875000000000000e+06,6.519045000000000000e+06,-6.745669000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.723009000000000000e+06,0.000000000000000000e+00,2.040894300000000000e+07,0.000000000000000000e+00,-4.362240000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.942960000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,3.670515000000000000e+06,8.000000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,1.723488250580000000e+11,-8.742585913900000000e+10,0.000000000000000000e+00,6.825510432300000000e+10,2.891208559070000000e+11,-3.175955382910000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.317042166990000000e+11,0.000000000000000000e+00,9.743899004490000000e+11,0.000000000000000000e+00,-5.481034598400000000e+10,0.000000000000000000e+00,-1.843405985980000000e+11,0.000000000000000000e+00,-3.697748308600000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,6.946634381300000000e+10,1.005178000000000000e+10
4.145020000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-1.706954000000000000e+06,0.000000000000000000e+00,2.359175000000000000e+06,4.311773000000000000e+06,-4.510069000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.261180000000000000e+05,0.000000000000000000e+00,1.409515300000000000e+07,0.000000000000000000e+00,-3.816960000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.575090000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,3.982339000000000000e+06,7.000000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.765230000000000000e+05,0.000000000000000000e+00,6.740500000000000000e+05,1.113506000000000000e+06,-1.377413000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.289990000000000000e+05,0.000000000000000000e+00,4.175223000000000000e+06,0.000000000000000000e+00,-1.090560000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.357400000000000000e+04,0.000000000000000000e+00,2.072510000000000000e+05,1.226633000000000000e+06,2.000000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.943026640750000000e+11,0.000000000000000000e+00,1.573229329750000000e+11,3.054305913750000000e+11,-4.642226163250000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.108808879750000000e+11,0.000000000000000000e+00,1.407154531575000000e+12,1.396975365500000000e+11,-3.675459840000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.479627735000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,4.134059868250000000e+11,6.740500000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.930023247210000000e+11,0.000000000000000000e+00,6.783066554780000000e+11,8.145340930240000000e+11,-1.092624421982000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.170629623690000000e+11,0.000000000000000000e+00,3.082995240368000000e+12,0.000000000000000000e+00,-9.107588275200000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.144381783300000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,9.667035959720000000e+11,1.670259000000000000e+10
0.000000000000000000e+00,1.396975365500000000e+11,0.000000000000000000e+00,-1.320757161750000000e+11,0.000000000000000000e+00,4.373708235000000000e+10,2.574884481000000000e+11,-2.670356923000000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.036482812500000000e+10,0.000000000000000000e+00,8.083504182000000000e+11,0.000000000000000000e+00,-1.837729920000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.239813867500000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,2.416273775500000000e+11,3.370250000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.611590000000000000e+05,0.000000000000000000e+00,1.218326000000000000e+06,2.084761000000000000e+06,-2.169745000000000000e+06,0.000000000000000000e+00,2.072510000000000000e+05,0.000000000000000000e+00,3.898730000000000000e+05,0.000000000000000000e+00,6.573711000000000000e+06,0.000000000000000000e+00,-3.708350000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.103610000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.736324000000000000e+06,3.000000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.959435000000000000e+06,0.000000000000000000e+00,1.892376000000000000e+06,3.820020000000000000e+06,-3.961660000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.116210000000000000e+05,0.000000000000000000e+00,1.282144400000000000e+07,0.000000000000000000e+00,-2.726400000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,3.999212000000000000e+06,5.000000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.676016887564944800e+16,0.000000000000000000e+00,1.084269060953624000e+17,1.973434869234608000e+17,-2.088068821288892160e+17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.258952601579104800e+16,0.000000000000000000e+00,6.351177407722602240e+17,0.000000000000000000e+00,-2.206565990403840000e+16,0.000000000000000000e+00,-2.795585192177635200e+16,0.000000000000000000e+00,-1.488646990334985000e+16,0.000000000000000000e+00,0.000000000000000000e+00,1.782990677919346880e+17,4.046665915500000000e+15
7.552288125000000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,-7.523879298750000000e+11,0.000000000000000000e+00,2.401520703750000000e+11,1.118534133375000000e+12,-1.190813025375000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.188631158750000000e+11,0.000000000000000000e+00,4.236677146125000000e+12,0.000000000000000000e+00,-1.391281920000000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.386203050000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,9.255416501250000000e+11,2.551500000000000000e+10
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.884013627500000000e+11,0.000000000000000000e+00,3.430743862500000000e+10,5.190076012500000000e+10,-2.510335192500000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.057876482500000000e+11,0.000000000000000000e+00,7.401018802500000000e+11,0.000000000000000000e+00,-1.987545600000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.340886150000000000e+10,0.000000000000000000e+00,1.888072031250000000e+11,2.131376085000000000e+11,3.645000000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.254656283750000000e+11,0.000000000000000000e+00,1.601789073750000000e+11,3.036436976250000000e+11,-3.139692536250000000e+11,0.000000000000000000e+00,1.258714687500000000e+11,0.000000000000000000e+00,1.428519138750000000e+11,0.000000000000000000e+00,9.289090833750000000e+11,0.000000000000000000e+00,-1.457469247500000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.340886150000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,1.502018741250000000e+11,3.645000000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.772085658750000000e+11,0.000000000000000000e+00,1.098303198750000000e+11,4.295151663750000000e+11,-4.398407223750000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.250332637500000000e+10,0.000000000000000000e+00,1.608615014625000000e+12,0.000000000000000000e+00,-1.987545600000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.340886150000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,5.529905741250000000e+11,3.645000000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.113527452500000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.306329727500000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.354897530000000000e+11,0.000000000000000000e+00,3.870191745000000000e+11,0.000000000000000000e+00,-9.937728000000000000e+09,0.000000000000000000e+00,-3.323602125000000000e+09,0.000000000000000000e+00,-6.704430750000000000e+09,0.000000000000000000e+00,1.166735340000000000e+11,1.168931452500000000e+11,1.822500000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.200000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,4.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,-1.400000000000000000e+01,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,4.100000000000000000e+01,0.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,3.800000000000000000e+01,0.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.300000000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,1.020000000000000000e+02,6.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,4.200000000000000000e+01,0.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.429220000000000000e+05,-2.708537000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.883644000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.900469000000000000e+06,0.000000000000000000e+00,8.976777000000000000e+06,0.000000000000000000e+00,-1.090560000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.357400000000000000e+04,0.000000000000000000e+00,1.665215000000000000e+06,3.112259000000000000e+06,2.000000000000000000e+04
0.000000000000000000e+00,1.665215000000000000e+06,3.429220000000000000e+05,-1.043322000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.883644000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.900469000000000000e+06,0.000000000000000000e+00,7.311562000000000000e+06,0.000000000000000000e+00,-1.090560000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.357400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.112259000000000000e+06,2.000000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,3.715475854110000000e+11,-1.130413825611000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.921544521567000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.338367445277000000e+12,0.000000000000000000e+00,5.516272087421000000e+12,1.202813103155000000e+12,-1.181595041280000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.971562643700000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,1.567836721422000000e+12,2.166951000000000000e+10
0.000000000000000000e+00,0.000000000000000000e+00,1.733888731918000000e+12,-4.640121068980000000e+11,0.000000000000000000e+00,4.811252412620000000e+12,0.000000000000000000e+00,-8.566270066261000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.245714744626000000e+12,0.000000000000000000e+00,2.012947525990800000e+13,0.000000000000000000e+00,-5.514110192640000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.720062567060000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,7.316571366636000000e+12,1.011243800000000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,1.733888731918000000e+12,-4.640121068980000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.755017653641000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.245714744626000000e+12,0.000000000000000000e+00,1.050697043466800000e+13,0.000000000000000000e+00,-5.514110192640000000e+11,0.000000000000000000e+00,-2.405626206310000000e+12,0.000000000000000000e+00,-3.720062567060000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,2.505318954016000000e+12,1.011243800000000000e+11
3.330430000000000000e+06,0.000000000000000000e+00,1.028766000000000000e+06,-6.460396000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.650932000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.036192000000000000e+06,0.000000000000000000e+00,2.859554600000000000e+07,0.000000000000000000e+00,-3.271680000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.207220000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.100199200000000000e+07,6.000000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.580000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.160000000000000000e+02,0.000000000000000000e+00,8.760000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.320000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,0.000000000000000000e+00,2.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000000e+02,0.000000000000000000e+00,4.920000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.460000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+01,0.000000000000000000e+00,1.540000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,-2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,8.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,2.800000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.400000000000000000e+01,-8.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00,3.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.400000000000000000e+01,-2.040000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.400000000000000000e+01,-1.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.680000000000000000e+02,0.000000000000000000e+00,6.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.040000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-1.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,4.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,-1.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,-1.020000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,0.000000000000000000e+00,3.480000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.080000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,4.800000000000000000e+01,6.000000000000000000e+01,-1.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.080000000000000000e+02,-1.740000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+02,0.000000000000000000e+00,5.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-1.500000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,-1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,-5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00,1.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00
3.046701528280000000e+11,0.000000000000000000e+00,1.175533186780000000e+11,-6.623198911060000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,4.553152301720000000e+11,-6.470238569270000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.727987586020000000e+11,0.000000000000000000e+00,2.432763602436000000e+12,0.000000000000000000e+00,-3.738428774400000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.522109362600000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,6.500703116400000000e+11,6.855980000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.175533186780000000e+11,-8.908225057270000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,1.506450773440000000e+11,-8.755264715480000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.059715260510000000e+11,0.000000000000000000e+00,2.813601293471000000e+12,0.000000000000000000e+00,-3.738428774400000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.522109362600000000e+10,0.000000000000000000e+00,5.331727674490000000e+11,8.785729262610000000e+11,6.855980000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,5.908100488105734400e+16,-2.662695687173004800e+16,0.000000000000000000e+00,0.000000000000000000e+00,7.571255877724361600e+16,-9.550127206957646400e+16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.371056552870205760e+17,0.000000000000000000e+00,3.039370215466766720e+17,0.000000000000000000e+00,-1.878893179296921600e+16,0.000000000000000000e+00,-7.656193371983584000e+16,0.000000000000000000e+00,-1.267584422439771400e+16,0.000000000000000000e+00,0.000000000000000000e+00,2.047045297749257600e+16,3.445740132220000000e+15
0.000000000000000000e+00,0.000000000000000000e+00,1.175533186780000000e+11,-6.755722947666000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,4.416027216936000000e+12,-5.674081378589000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.405489828398000000e+12,0.000000000000000000e+00,2.254099368908400000e+13,0.000000000000000000e+00,-3.738428774400000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.522109362600000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,8.876164437996000000e+12,6.855980000000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.696708684732162400e+16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.905558571615387600e+16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.925625726822262400e+16,0.000000000000000000e+00,5.696307999573187200e+16,0.000000000000000000e+00,-1.300709467008000000e+15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.775161231445000000e+14,0.000000000000000000e+00,1.679347762818862400e+16,1.769224764172162400e+16,2.385397350000000000e+14
